developer,qntd_developer
Vulkano Forge,1
Sonera Game Studio,1
Class-X Games,1
"PigDogGames,LLC",1
Electrocosmos,1
Contec Games,1
Jason Baird,1
Bevan McKechnie,1
Sunshine Games,1
Metaverse Studio,1
Game Troopers,1
Mandelduck,1
Indiesquare,1
iVRstudio,1
The Secret Location,1
"Aargle, LLC",1
Gamexy,1
Super God,1
Leaning Tower Studio,1
"VRAD, Inc",1
Jake Hollands,1
Brave Little Studios,1
bonefrog,1
Brilliant Game Studios,1
Brantisky Interactive,1
Jun Chul Park,1
George Cook,1
Aaron Taylor,1
Simon Wagg,1
Fisher Wagg,1
Pavo Studio,1
Salvation,1
Happy Robot Games,1
Poly Poly Games,1
Borokai Studio,1
CodeBullet,1
Arcturus,1
"YGGDRAZIL GROUP CO.,LTD",1
Rockywood Studios,1
Raptisoft,1
Life a Little,1
Game Ever Studio,1
Event Horizon,1
Edgehill CGI,1
Tencent Games,1
SimonCreative,1
DarkSun Studio,1
ADhD Studios,1
Shortfuse Studio,1
Perfect Square Studios LLC,1
Skylands Dev Team,1
Grave Danger Games,1
Dual Heights Software,1
Norbert Palacz,1
SlimeQ,1
Corrie Green,1
etoylab,1
jackstree,1
Brainoid,1
Geronimo Interactive,1
OxPrimeStudio,1
Sergiu Bucur,1
ID Card,1
Valkyria,1
Appeal,1
boxmyth,1
Painted Sky Studios,1
Robert Ferry,1
"mtb design works, inc.",1
Gambreng Games,1
Wolfgang Lueger,1
Glyph Worlds,1
Feline Fuelled Games,1
BRAINEART,1
Tiny Pixel,1
Mikhail Nevsky,1
Stonebrick Studios UG,1
Valynx Studio,1
Tachyon Factory,1
Business Mouse Studios,1
MGP,1
Palomino Studio,1
onebitbeyond,1
Agar3s,1
nanos GbR,1
Ratloop Games Canada,1
Unison Shift: Blossom,1
Midwest Video Games,1
Seacorp Technologies,1
Ertal Games,1
Shockk,1
Marcelo Eduardo Cabral,1
Jonas De Carvalho Felinto,1
Ghostbolt Games,1
Emanon Studios,1
Green Moss Game,1
Stromsky,1
Vertexherder,1
The Cursed Revolver,1
2DragonsGames,1
Onur Vural and Leigh Christian,1
Connor Laux,1
Big Hit Games,1
mahojigoku,1
Beat Games,1
Frame Interactive,1
Cybernetic Walrus,1
SOCO Games,1
Claudiu Kiss,1
Larkon Studio,1
Sodigital,1
First Violin Games,1
Picaresque Studio,1
Sekai VR Ltd.,1
Touch Dimensions Interactive,1
Gamestone Studio,1
Ntroy LTD,1
DeSync Studios,1
Supergonk,1
No Wand Studios,1
Three Gates AB,1
Darkmatter Games,1
theConstructVR,1
Amigo VR Studio,1
Summer Media,1
Kainos,1
VRNI Ltd,1
Mehan Games,1
DreamGate,1
Teletower Studios,1
maxlvlgames,1
Tephra Company,1
Sombrero Way Studio,1
Joey Drew Studios Inc.,1
REAL Co.Ltd,1
Hammerson Games,1
Piece of Cake studios,1
brutalsoft,1
HALUNAZI GAMES,1
Ametist studio,1
CG-Interactive,1
atabiszewski,1
postpunkpl,1
Yurif,1
BrainStrainStudios,1
Magic Masks Team,1
Benjamin Outram,1
Dalian Magical Storm Network Technology Co. Ltd.,1
2XL Games,1
Neojac Entertainment inc.,1
Centrosphere Game,1
Themes_Daly,1
Lukayson,1
Immersive Artz,1
MyST,1
RCG,1
Carry Castle,1
Viacheslav Bushuev,1
Greencode,1
UniqueGames,1
Ticklersoft,1
3y3.net,1
EQ Studios,1
Rocky Games,1
HelloEnjoy,1
Wisdom Tree,1
POPSAUR,1
IMGNATION Studios,1
Illion Corp,1
Edible Entertainment,1
Designated Play Space,1
Silhouette Wolf,1
MassDiGI,1
Pastanaga Sideral,1
Vadjra,1
のdev,1
Gunia Studios,1
Alpha Code Inc.,1
Play:D,1
Hars,1
Grindstone Interactive,1
Apapappa Games,1
Household Games Inc.,1
Shine World,1
Andrea Hochstein,1
thecatamites,1
CoolGame,1
Monkeynetics,1
Oh!WHATif Inc.,1
Mad Labyrinth Studios LLC,1
Ultrabit,1
SuneX Games,1
Bellosoft,1
Embryo,1
Psyop Games,1
Toxodon Games,1
Hanakai Studio,1
paulstraw,1
ObsessionSoft,1
Tantawowa,1
Further Beyond Studios,1
Binary Soul,1
Intelligent Systems,1
"Strata Mixed Reality, Inc.",1
Final Floor Studios,1
Archon Interactive,1
Studio Nihilominus,1
Evradan,1
Vitor Pêgas,1
Nuostak,1
SlinDev,1
Brandon Dominguez,1
Absorbed Studios,1
Anti Gravity Game Studios,1
Impact Gameworks,1
Abylight,1
Czje,1
Ideographer,1
Platonic Partnership Ltd,1
Try This At Home,1
Synaptic Response,1
Titanium Game Studios,1
Fizzure Entertainment,1
The Dashing Crate,1
Bikkuri Software,1
"COR Entertainment, LLC",1
视趣互动（天津）科技有限公司,1
"Fatbot Games, s. r. o.",1
Khundar,1
WarpFrog,1
NRVR Studios,1
SoraPrayer,1
"Beast, Inc.",1
"Lion Games Co., Ltd.",1
Oddly Shaped Pixels,1
Paul Svelmoe,1
"SPECIAL MAGIC GAMES, LLC",1
Digital Theory Ltd.,1
Kishimoto Studios,1
BEHEMUTT,1
Studio Beast,1
Sokay,1
Playtinum,1
R C Knight,1
T4 Interactive,1
historia Inc,1
Digital Realms Ltd,1
teedoubleuGAMES,1
Ethan Nakashima,1
"Act 3 Games, LLC",1
Six Sided Square,1
Redden,1
Ben Rog-Wilhelm,1
Ian Atherton,1
Phuong Nguyen,1
REDspace,1
Ink Kit,1
Perun Creative,1
Studio Pieplus,1
DAR Studio,1
Future Proof Games,1
Nkt Studio,1
"SAINT-FUN INTERNATIONAL CO., LTD.",1
Brainwash Gang,1
Soleil Ltd.,1
Gradoservice,1
James Raymond,1
Matthew Reed,1
VolkDab,1
Stormind Games,1
Kim Niklas Schlüter,1
Astralax,1
McLeodGaming Inc.,1
"World Entertainment Studios, LLC",1
RuneHeads,1
FrostbiteGames,1
Davit Andreasyan,1
Compot,1
Falcon Development,1
VR Features,1
Ch.ZBK,1
Re:Lab,1
Bottino.Games,1
Parallax Labs,1
Esdeer,1
SiCzech Arts,1
Crystal Depths Studio,1
CarX Technologies,1
6waves,1
Crazy Rocks,1
Ovosonico,1
Rortos Srl,1
Wolf Pack,1
Vulture Strike,1
Tom Kitchen,1
Blue Studio,1
BearFighterDev,1
Pixel Barons,1
TEHO Games,1
Kukouri Mobile Entertainment,1
TinMoon Studios,1
HOF Studios,1
Caleb Klomparens,1
Tristan Begin,1
Robot Circus,1
Street Lamp Games,1
GPM,1
Monstars Inc.,1
mangamengine,1
SteelRaven7,1
2645turquoise,1
ReaverGames Ltd.,1
Immersive VR Limited,1
mikai inc.,1
Freshfield Studios,1
Combo Breaker,1
Zen Relay Games,1
Groove Science Studios,1
Studio Trapcard,1
PING YI LIN,1
BlackTale Games,1
Black Room Games,1
Hardlight,1
Jellypig Games,1
AeroLab Studios,1
Kelly Studios,1
LongWu,1
Hugecalf Studios,1
Arrible,1
Alpha Strike Games Limited,1
Dinosaur Games,1
Taba Games,1
Hyper Games,1
"AQURIA Co., Ltd.",1
"SharkJaws, Blue Whale Games",1
Cherry Bloom,1
Super Dead LLC,1
David Dimond,1
Spark VR,1
Shenzhen BeanVR Technology Co.Ltd,1
Tendril Studio,1
Danilo Nishimura,1
Luiz Zaiats,1
Mauricio Tunes,1
Diego F Beltran,1
LivinThing Studio,1
Kolapo Oni,1
Tibith,1
PlaySide VR,1
Bonfire Entertainment,1
Emanuele Leoncilli,1
Viewport Studios,1
Rocwise Entertainment,1
Your Story Interactive,1
frecle ApS,1
Toasty Leaf AB,1
JOL Studios,1
idsibidsi games,1
Virtew,1
Histogram Games,1
SmellyRiver,1
Levity Play,1
Owlcat Games,1
Huey Games,1
Four5Six Pixel,1
PartTimeIndie,1
Kalmia8,1
Eric Neuman,1
moBack,1
The Drone Racing League,1
Vashta Entertainment,1
forever8pus,1
Morganti Livio,1
FitXR,1
Battle Blockyverse Studios,1
Obscurasoft,1
Polyverse Studio,1
Paper Plane,1
Alexandr Borovikov,1
Magesoft,1
Hollow Tree Games,1
PraGames,1
EntroPi Games,1
Italo Games,1
Koffeecup,1
Red Bull,1
Red Bull Media House,1
Akupara Games,1
Little Moth Games,1
MKJ Interactive,1
G.Malta,1
Skonec Entertainment,1
Wedoyouplay,1
Team Fugl,1
Binji,1
NinjaBee,1
Secret Level SRL,1
b08,1
Limbic Entertainment GmbH,1
Team Firestorm,1
Odd Branch Publishing,1
Poltergames,1
Bastien Ollivo,1
Corentin Lheriaud,1
Malo Hilliard,1
Kallan Dautriche,1
Joël Cancela Vaz,1
Amelie Berthome,1
Arli Tuominen,1
Mr.T,1
Mr. L,1
Phoenix3,1
Vladislav Vasilkov,1
Silly Pill Studios,1
Yaida,1
Overgroup,1
Null Activity,1
Alcuria Games,1
Dragons Eye Studio,1
RobotKSR,1
CreateVR,1
Pawmigo Games,1
Vikong,1
Kestrel Games,1
Consala Games,1
Ignibit,1
Phantom 8 Studio,1
Winterbyte,1
Nadya Primak,1
"Mind's Eclipse Interactive, LLC",1
ouka-ichi-mon.inc,1
FinalBoss Games,1
HARP,1
Rebuff Reality,1
Lite Microsystems,1
Mega Crit Games,1
Ivory Tower,1
David J. Franco,1
MWC,1
Team B.R.O.S.,1
.ez Games,1
Imperia Online LTD,1
Distorted Games,1
Airborne Games,1
High Wide,1
Greater Studios,1
Corroding Games,1
dopagames,1
Team & Target Game Studios,1
Pixel Wonder,1
40Ggames,1
like Charlie,1
Level Evil,1
SP,1
Olympic,1
Third Door Studio,1
Funforge,1
Redbeet Interactive,1
Nick Helweg,1
Egonaut Games,1
DMT,1
Time Robbers,1
Jan-Fredrik Braseth,1
Coding Caveman,1
Miki Squadron Project,1
Victory Lap Games,1
Triple Tree Studio,1
Prime VR Inc.,1
Kanda Technologies,1
JUMP OR FALL,1
KT Games,1
FutureStateMachine,1
XXXgames,1
"Blackthorn Media, Inc.",1
"Riposte Games & Co, Inc",1
Ivan Ilchenko,1
Pavel Rodionov,1
Evgeny Apel,1
flapjax,1
Reto Kolly,1
Trino Games,1
Crasleen Games,1
Goodwolf Studio,1
GameArx,1
Cleveland Mark Blakemore,1
kikiyama,1
Kinsei Games,1
chaosikaros,1
Pro Social Games,1
Nocthulus,1
thiefbug,1
Portal Entertainment,1
Fly Dream Dev,1
LongArm Interactive,1
FastRolling,1
Lazylab Games,1
VRLive,1
Spoony Bard Productions,1
Z-Man Games,1
Juggler Games,1
Wesley King,1
Nyles Avey,1
Jacob Alfaro,1
David Bohan,1
Timuz Games,1
Xavier Orion Games,1
StarvingIndieDeveloper,1
Team Wood Block,1
Blue Newt Software,1
Club Cotton Games,1
Nicholas Backus,1
Austin Boucher,1
Quantum Productions,1
Andrew Higgins,1
Cargo Cult Gaming LLC,1
Alexander Spillman,1
Cool Breeze Games,1
Jason Sadler,1
Haunted Bees Productions,1
Venomyth Game Studio,1
Spitoufs,1
EchoNineGames,1
Oats Studios,1
Nucleax,1
Chronos Development Studios,1
Alison M. Bailey,1
"Parsec Productions, LLC",1
Rinober Games,1
Baptiste Grève,1
Brown Studios,1
ASA Studio,1
Laughing Coyote Software,1
Brian Lancaster,1
Lundar Games,1
Biome Collective,1
Team Neetbytes,1
Tsunehiko Shimazu,1
Influx Interactive,1
Hariharan S,1
James Petty,1
LaboryStudio,1
Pedro Castro Menezes,1
Jenny Bee Presents,1
Fletcher's Games,1
Michael Squirrel,1
Team Ninja Thumbs,1
Escape VR LLC,1
Marker Limited,1
Kuni Higuchi,1
Matt Frank,1
Duncan Cross,1
Anatola Howard,1
CakeEaterGames,1
Spike Nail Studio,1
Hyeson,1
Deepforge Studio,1
Hojo Studio,1
Colorful Games,1
Gravity Whale Games,1
William Cheek,1
Pavel Voronik,1
Igor Litvinsky,1
Ryan Stephen,1
Burning Pick Entertainment,1
Asymptotic Games,1
Duckman Army Games,1
Lumbernauts,1
Casey Labrack,1
keep silence,1
Axiomatic Games,1
Aggressive Combustion,1
Wraith Studio,1
AppFactoryHaru-Ni,1
FiveStarGames,1
Spacewave Software,1
Value,1
EVXIO,1
ECC GAMES S.A.,1
Tea-Powered Games,1
Frostbullet,1
purplElephant,1
Pixel with Hat,1
POW Games,1
Odamir Khaulepi,1
Mark Hagan,1
Visumeca Games,1
Thugnificent,1
Michael Lampel,1
Vector 7,1
Alexandru Coserea,1
Zachary 'ZOLTARR' Pitts,1
Arthur Doggo,1
Pirates Of Love,1
Rock Wale,1
m12y,1
JunkGameStudio,1
Game Grumps,1
Kelsam,1
vextro,1
Creashock Studios,1
Radaev Valentine,1
Cazack Games,1
Examined Interactive,1
Gamers4Gamers Team,1
Jesse Crespo,1
Matthew Willis,1
Gal Hajaj,1
Blob Games,1
BYU Animation -  Class of 2017,1
Mist,1
"Codon, Inc.",1
Gehrig Gosselin,1
Birdshark! Games,1
A Maniacal Game LP,1
NonFictional Games,1
Merriman Games,1
Matthew Giordano,1
davecoughlin76,1
bitmOO,1
ericmbernier,1
Blup Games,1
Battle Crafters LLC,1
"Hangzhou Xinlan Network Technology Co.,Ltd.",1
Gorge Quan Li,1
BigfootDS,1
VHornet Games,1
Rinkibu,1
Sampsonay,1
Nosebleed Interactive,1
Millenway,1
Muro Studios,1
Rainbow Rhino,1
Terahard Ltd,1
Aaron Cochrane,1
JForth Designs,1
Bourbontank,1
BitsAlive Game Studios,1
Knut Müller,1
norum82,1
Kucing Rembes,1
10ravens s.r.o.,1
Liam Twose,1
Whoop Group,1
いくちおすてご,1
Man-Eater Games,1
废材炼金术士,1
Angry Cat Studios,1
Max Ignatyev,1
Tapinator,1
Cerebral Division,1
313 Studios,1
Victorian Clambake,1
Corpse King Games,1
House of How,1
Ferullo Gaming,1
REK...,1
Hiqosoft,1
Artisano,1
Slikey Games,1
Chronova,1
SegFault Games,1
Chengen Zhao,1
Starlight Studios,1
Emerald Interactive Games,1
IOA Games,1
Roadfactory,1
Drift Physics Crew,1
KeroQ,1
RKTime,1
Rolling Glory Jam,1
TealDev,1
"XINESS Co., ltd.",1
Nitrome,1
Wako Factory,1
BadLand Games Publishing S.L.,1
DKWorld Entertainment,1
encurio,1
Damp Gnat,1
Lost-Ride Studios,1
Somber Dawn Studios,1
BetsonGames,1
RogueCode (PTY) LTD,1
Gary & Eddy,1
Brian O'Keefe,1
Lambdadev,1
cada,1
Chao's Playmate,1
Omnichron Studios,1
Huw Millward,1
Super Suite Studios,1
White Clover Inc.,1
David Krinkel,1
B.Bit,1
Zhejiang TQHY Technology,1
Jens P. Behrens,1
Lunacy Interactive,1
Marc-Antoine Jacob,1
JRad Games,1
Gnioto VR,1
AlcoholEnthusiast,1
The Bratans,1
Hebi Studios,1
Pixel Fun Games Production,1
I SHOW YOU,1
Numicus Studios,1
"GREE, Inc.",1
Ben Strijbos,1
BigMouthedDog Studio,1
Hannes Trebbin,1
u&i,1
Pigeons Interactive,1
Bad Gravity,1
Cubamano,1
YounGen Tech,1
Boejunda LLC,1
Abraxas Interactive,1
Ithiro Sumi,1
M&H Soft,1
Minor Faction,1
Burak Yücel,1
Simernes,1
Hidden Achievement LLC,1
Salus Games,1
Sekrit Games,1
Rémi Vansteelandt,1
Frostflake Studios,1
tac1402,1
DLHB Studios,1
LSTGames,1
Altanir Aparecida Fernandes Malinowsky,1
Daniel Fernandes Malinowsky,1
Diego Fernandes Malinowsky,1
James Roll,1
PlayColorfulGames,1
x86-Games,1
Insanity Interactive,1
Qor Concept Entertainment Inc.,1
It's a Wonderful Life,1
megaeggz,1
We're Five Games,1
Total Battery,1
"Live in the Game, LLC Self",1
Second Order,1
Edo Create,1
FX Games,1
Lozange Lab,1
Cheat Code Studios,1
Jonathan Holmes (crait),1
ICON Interactive,1
Martin Simeth,1
SuperTry Studios,1
InvoHer,1
Colin EUMP,1
Vuthax,1
"Iocane Games, LLC",1
Plaidman Games,1
"Designing Digitally, Inc.",1
Moving Dimensions,1
Ilya Gorodetskov,1
Joint Ventures,1
Tailwind Games,1
Tiny RTS,1
Hand Cannon Games,1
Floating Point Interactive,1
Bad Attempt,1
大谷 DGSpitzer,1
Demigon,1
Yaka,1
Tradosoft,1
Blue Salt Games,1
Chara-Ani,1
Core Steel Game Studio,1
Wei Shi,1
LizardKing,1
Ploosh GmbH,1
BKOM Studios,1
zachs123456,1
Jonathan McCarthy,1
Jack Gloyens,1
Cool Hand Games,1
X3 Brothers,1
71Games,1
Winter Bloom,1
SuperSixStudios,1
vaniloput games,1
Luke Vincent,1
Flying Kiwi,1
Vanimals,1
D. W. O'Boyle,1
Thial,1
Martin Knopf,1
Hen Wen Studio,1
BernhardP,1
Nilem Studio,1
Ludovic Lafferayrie,1
Artbox Games,1
Alex Winter,1
DIF Studios,1
cyboheart,1
Canuck Play Inc.,1
Cannon Fire Games LTD,1
Sludj Games,1
Choose Multiple LLC,1
Matthew Putnam,1
Ant.Karlov,1
RIP Horse Studio,1
Minibeast LLC,1
Myroid-Type Comics,1
Left Flank Games,1
"Studio Roqovan, Inc.",1
Linkflag Studio,1
Waves and Blaze,1
Norrland Interactive,1
Central Coast Games,1
SlimeSmile,1
Travis Miller,1
TiGAMES,1
Spinal Games,1
Rava Games,1
Pointlight Games,1
Polyart Inc.,1
3G:Games,1
Intertum,1
Teveru,1
Jello Godfri,1
Squish Studios LLC,1
Renaissance Game Studio,1
Conan McPhee,1
Nova Ideas,1
As-key,1
Burgseiten Studios,1
Unreal Software,1
Sergey Shushunov,1
Joyous Raccoon,1
PilotLumpa Gaming,1
Will Carlough,1
Loneminded,1
Selective Intuition,1
Codevictus Inc.,1
Rob Guenther,1
startgrid,1
DEEP Games,1
Prism Game Studios Ltd.,1
Inexplicable Games,1
Knossos Software,1
Lushboy Studios,1
The Snarktopus,1
Juppiomenz,1
Angel T,1
Viny Game Studios,1
Avatarico,1
Detter Game Design LLC,1
Martin Helvig,1
UnderMax Games,1
Inkline Ltd.,1
Frog the Door Games,1
Pixl Pile,1
PiFTy,1
Three Percent Games,1
The MegaByte,1
Flight Systems,1
Oleg Skutte,1
SOMATIC,1
Chjonn Studios,1
Brianna Livesay,1
Evan Peiperl,1
Gemi Games,1
Egg Roll Digital Studios Inc.,1
Catching Kobolds,1
Make Real,1
LIN KE HSI,1
No Moon,1
Kyon Games,1
Grean,1
Ben Makarechian,1
Brian Underwood,1
"Boundless Dynamics, LLC",1
Hailstone Games,1
Homewreckers Studio,1
Logiraffe,1
Nuclear Fishin' Software,1
Borne Games,1
VEL-Ocity,1
etaxoft,1
Thomas Olsson,1
Skeleton Crew Studio,1
Dawei Liu,1
VertexBreakers,1
VIRTUAL REALITY LABORATORY DV,1
HyperDevbox,1
nickar82,1
WeMakeApp Studio,1
HL-Galgame,1
Sergey Kalmanovich (aka Red Spot Sylphina),1
Studio Desgraff,1
Sunfleck Software,1
Madorium,1
Outlaw Wars,1
Mercury Aerospace Industries,1
Hohng LLC,1
Probe Entertainment,1
FeatherFan,1
Chromosphere Games,1
Outlier Interactive,1
Golden Unicorn Gaming Inc,1
Pillet Michael,1
Studio Mori,1
The Hazardous Dude,1
"Rockwell Studios, LLC",1
Tomislav Kadežabek,1
Ediogames,1
Project Polish Productions,1
圆点游戏,1
Moonray Studios,1
CurriculaWorks,1
SOMG,1
Michael Burns,1
Giovanna Lopes,1
Henri Osbourne,1
Brainduck,1
Amusitronix,1
LampFire,1
Ad Aspera,1
DGHZ,1
Team Poodle,1
Twin Vault Games,1
BitBeamCannon.com,1
Big Kitty Games,1
CHTOOM Entertainment,1
Balder Game Studio,1
Poolians.com,1
Techone Game Studio,1
Ghere Games,1
RoboDev,1
Darkcross Games,1
FrozenPepper S.R.L,1
TeamTrap,1
IceStudio,1
DreamDale,1
Table Flip Games,1
TeeKoo Games Ltd,1
"Hashplay, Inc.",1
flukyMachine,1
Griffin Snow,1
Indy Lion Studios,1
Dreamy Doe,1
RAWR Lab,1
Fedora Collective,1
Kunio,1
alexnown,1
QEGAME,1
Lucascubestudios,1
GIANTY Inc.,1
Problematicar,1
Duel Studios,1
Metaverse,1
Corn Entertainment,1
Crystalline Green Ltd.,1
Ktulhu Solutions,1
Dapper Penguin Studios,1
bkdove studios,1
Corey Wurts,1
Nearga,1
Chubiri,1
Graham Garven,1
16 Swans,1
Georgy Studenikin,1
Atomic Wolf,1
videjagamesyo,1
TCR,1
14 Hours Productions,1
Poppy de Raad,1
Annaliese Bevan,1
José Fernando Gracia,1
Isabelle Dela Torre,1
BoninblueDesignLab,1
Szocs Robert,1
Tecsi Aron,1
VirusSea,1
Don Emídio Navarro Games,1
XENOpz,1
Daisessen,1
Sixteen Squares,1
Joseph Calabro,1
PixelBot Games,1
Frosty Elk AB,1
Five entertainment,1
Chu Xiaosong,1
Itsjusta Games,1
Guy Bits Games,1
Deep Taiga,1
SF,1
Plexus team,1
Please Be Patient,1
Sultan.emr,1
Sorcererstudios,1
Fire Dragon Studios,1
Krzysztof Waszak,1
Adam Radziszewski,1
Yang,1
Leo,1
Fei,1
Secret Overground Lab,1
Hokkaido Studios,1
Team8 Studio,1
DerRazon,1
Cobra,1
Rydeom,1
MassHive Media,1
Squeaky Wheel Studio Inc,1
DNT Games,1
Khizer Awan,1
Bytro Labs GmbH,1
Desktop Gaming,1
Byting Games,1
DP Corp,1
AVRLON VR Studio,1
AfroDieter,1
Hammer-On,1
Koodilab,1
Doseone,1
Ninja Chip Studios,1
GreenGasGames,1
Indefatigable,1
Alexandre SK,1
RAZAR s.r.o.,1
Aghayeva and Ko s.r.o.,1
Neuronality,1
Pronetis Games,1
gameko-studio,1
He Wenjie,1
Simon Cote,1
Maxime Cote,1
IOSoccer Team,1
Haven Studios,1
"F.U.U.M. Co., Ltd.",1
Trebuchet,1
Apoapsis Studios,1
slizer88,1
Michael Hobbs,1
Fantasy-Gaming,1
Less Describable Games,1
Catobyte,1
Silver Spook Games,1
WaVR,1
STUDIO MUNGO,1
Decochon,1
Madvertiz0r,1
LazyTomato,1
LeatherIceCream,1
Anunnaki s.r.l.,1
Listener Online II Inc,1
Greyish Games,1
AliveIn Technology Ltd,1
Digital Awakening,1
NorthernLights Games,1
Songhouse Games,1
Pixel by Pixel Studios Inc.,1
Thick & Thin,1
"Defend the Cake, LLC",1
The Sociopath Software,1
Dalesi,1
Stray RamBling,1
sebagamesdev,1
ZHANGKAI,1
FunshipTech,1
Hero Game,1
牛学者,1
Legends of Eternalia,1
"Truant pixel, LLC",1
Rahmat Nata Djaja,1
Pooandplay,1
Lever Studios,1
Landfall West,1
"Crow's Key Studios, LLC",1
Brackish Games,1
Paper Rose Games,1
Obadiah D Luna,1
Luciano Cargiolli,1
Studio Albatros,1
SQUIX Games,1
"Callipygian Games, LLC",1
"Accela,Inc.",1
NekoToFuurin,1
phoenixmirror,1
▲ Pyramid Games,1
"Emerson Design, Inc.",1
Funderground Games,1
KOCMOC17,1
Bence Sipka,1
MadameBerry Games LLC,1
Serf100,1
Evgeniy Alemzhin,1
Deydrihm,1
SPG STUDIO,1
"GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD",1
William Wu,1
Joie Liba,1
Draftline Games,1
cavalie_ro,1
conradproteus,1
LIUBEZHANIN VASYL,1
Beaver Drummer,1
Colin Stoddart,1
Aves Games,1
Robert Wahler,1
Tyler Stansfield Jaggers,1
Emerald Beast Studios,1
Rovango Studio,1
Ghost Time Games,1
Heroes Dev Team,1
"Coremedia,inc.",1
x0to1,1
xuan,1
Charles Games,1
Hallid Games,1
Delum Studios,1
Swarog Games,1
Lukas Schönwiese,1
Thomas Kern,1
Simon Eberl,1
Christoph Müller,1
Michael Hütter,1
Johannes Fischer,1
Flo Knödl,1
Steve Antoniadis,1
Fourfold Games,1
Exodus Software,1
深圳槟果文化科技有限公司,1
Team Pea,1
Bornteks Entertainment,1
The Awesome Game Studio,1
Hio Giang,1
Logtown Studios AB,1
"NTWO Studio Co., Ltd",1
Brain Stone GmbH,1
Monandol Games,1
CrazyBits Studios,1
pixel.lu,1
Codebyfire,1
Subjective,1
Symmetric Games,1
Invincible Cat,1
Cublo,1
MONKEY WRENCH STUDIO INC.,1
SluggishtacoGames,1
MADBones Games,1
xiaofeixiong,1
Team Fork,1
GCTV DevTeam,1
Zero One,1
Oscar Kenneth Albero Ingles,1
Trifulca Force,1
Crystalmesh Studios,1
Ken Koji,1
Credici,1
MFAFB Games LLC,1
Made of Bits,1
Gamepainters,1
Plan B,1
Felipe Nicolazzi,1
Hongyuan Game,1
iDEACLOUD inc.,1
Nifflas Games,1
Binary Souls,1
cloneZone,1
Lemonauts,1
Ludi Dorici,1
Sun Labyrinth LLC,1
"Antaria, LLC",1
Broguelike,1
Broke Astronaut,1
DHTstudios LLC,1
"Shanghai Niuka Network Technology Co.,Ltd.",1
AliveGameStudio,1
Layton Hawkes,1
ExclexGame,1
Xperiencia Virtual,1
Rebusmind,1
metricminds GmbH & Co KG,1
Chano H. Hansen,1
Sijawa Production,1
Puzzle: Underwater World,1
Ihor Kalinin,1
FarBox Games,1
VR Triber,1
Interstellar Tortoise,1
Youda Games Holding B.V.,1
Lone Artisan Games,1
Rusty Oak,1
MegaFun Games Ltd.,1
Void Dimensions,1
VAnight,1
Gustsoft,1
Infinite Void Ltd.,1
Lockem Reality,1
NewFort Studios,1
Epsilon Games,1
Nomad Assembly,1
Mirabolis Studios,1
Bareware Studios,1
OddMeat,1
Antispace Studios,1
Rising Fun Games,1
Drew Wallace,1
CJWorks,1
Verdict Studios LLC,1
Jan,1
Liam Doherty,1
Tama Global,1
Super Awesome Hyper Dimensional Mega Team,1
Rainbow Duck,1
Flurry Game Studios,1
Team OctoPoodle,1
Tio_jolo,1
Zelun,1
Deimos Games,1
BOBAFETTA,1
LIUTING,1
Aaron Kim,1
Gunnar Anderson,1
Jaime Madsen,1
Matthew Overall,1
Josh Olds,1
Mark Ohnsman,1
Jake Overall,1
Main Leaf,1
Pandamonium Games Design,1
INTO GAMES,1
Ironbell,1
NOISZMAKERS,1
s_unk,1
PodShoh Studio,1
New Atlantis Games,1
NEOWIZ BLESS STUDIO,1
Berdochan,1
Snowflurry Entertainment,1
Software Geezers,1
BVG Software Group,1
Caleb Chalmers,1
2think design studio,1
Bromio,1
Mikhail Ramanouski,1
Robert Borghese,1
Niall McShane,1
Tom Mallet,1
Oscar Crespo,1
Jorge Alvarez,1
Raquel Perez,1
Coven Games,1
Rhino Dev,1
Brendan Wiltshire,1
Sike Studios,1
Indigo Entertainment,1
doorfortyfour,1
Pegnio Ltd,1
BOMBZ,1
发胶事务所 Hairgel Agency,1
skrimm8,1
"Ottercopter Studios, LLC",1
SeekSick6,1
Keith Burgun Games,1
Flux Game Studio,1
ThoseBros Entertainment,1
Johan Rendy,1
Alexandre Petrault,1
Eddine Omar,1
Corentin Jezequel,1
Paul Georgeon,1
Talpel Games,1
Devin Rataiczak,1
Tyler Paulley,1
A Mazeing Tower Defense,1
Simple Interactive Games,1
Framing Inc.,1
A and F studios,1
Underanger TheGachiWarrior,1
Nomada Studio,1
FLEX$ Studios,1
Fabio Biancarelli,1
Ingeniousfun,1
ZGold,1
"Glyphs in Lines, LLC",1
Golden Age Creative,1
David Zeiser,1
Maxwell Volz,1
Oddeyefish,1
Hatfuls Games,1
PriorityStudios,1
Alien Octopus Studio,1
FirstSeed,1
spdr870,1
Origin8 Technologies Ltd.,1
56 Game Studios,1
Class of  2016-2017,1
Leif Ian Anderson,1
Logos Universe,1
Tooth Decay Entertainment,1
Zac,1
Diel Mormac Games,1
一杯烟雨游戏工作室,1
"VR Dreams Technology Co.,Ltd",1
PleasingFungus Games,1
Mermaid VR Inc.,1
Graziano Ferraro,1
Andrea Mancuso,1
张公子,1
abstract garden,1
FIVE12 GAMES LTD,1
Leprechaun Games,1
Robert J. Deutsch,1
Howard Ross IV,1
Kittik Game Studio,1
Lobaki,1
